addy,lon,lat
"1740 E Combe Rd Ste 5, Ogden, UT",-111.9383505,41.1618398
"171 N 400 W Ste C12, Orem, UT",-111.7055963,40.3003412
"325 W Center St, Spanish Fork, UT",-111.660643,40.109519
"1055 N 500 W Ste 111, Provo, UT",-111.6683184,40.2486072
"1300 N 500 E Ste 320, Logan, UT",-111.8225331,41.7554527
"4403 Harrison Blvd Ste 3450, Ogden, UT",-111.9537533,41.1833791
"5801 S Fashion Blvd Ste 280, Murray, UT",-111.8821112,40.644927
"98 N 1100 E Ste 203, American Fork, UT",-111.767229,40.3790993
"1400 N 500 E Ste 120, Logan, UT",-111.8220181,41.7556987
"3723 W 12600 S Ste 480, Riverton, UT",-111.9801259,40.5202116
"215 E Hawaii Ave, Nampa, ID",-116.5707977,43.5544669
"166 W 1325 N Ste 150, Cedar City, UT",-113.0657738,37.7018722
"3115 E Florence, Meridian, ID",-116.3551544,43.6163164
"3076 N Five Mile Rd, Boise, ID",-116.3136124,43.6329366
"1459 N Main St Ste 100, Bountiful, UT",-111.879444,40.9045098
"327 W Gordon Ave Ste 1, Layton, UT",-111.9709868,41.0749536
"4180 S Rainbow Blvd, Las Vegas, NV",-115.2416201,36.1122049
"1350 E 750 N, Orem, UT",-111.6639361,40.3108245
"3280 W 3500 S Ste E, West Valley City, UT",-111.9697134,40.6969188
"450 Hillside Dr, Bldg B, Mesquite, NV",-114.0613299,36.8105219
"1595 Bannock Hwy, Pocatello, ID",-112.4383204,42.851028
"900 N Happy Valley Rd, Nampa, ID",-116.5123555,43.5923504
"16818 N Marketplace Blvd, Nampa, ID",-116.5936782,43.6156025
"720 S River Rd Ste D1100, St. George, UT",-113.5576443,37.0954371
"3723 W 12600 S Ste 270 A, Riverton, UT",-111.9801259,40.5202116
"1624 N 200 E Ste 160, Logan, UT",-111.8283062,41.76168029999999
"2720 Homestead Rd Ste 100, Park City, UT",-111.5685881,40.7553754
"190 S Hwy 165, Providence, UT",-111.8349455,41.6997037
"292 S 1470 E Ste 300, St. George, UT",-113.5522501,37.103142
"4403 Harrison Blvd Ste 2645, Ogden, UT",-111.953487,41.18405509999999
"5171 Cottonwood St Ste 720, Murray, UT",-111.8915297,40.6581219
"700 South Hwy 99 Ste 3, Fillmore, UT",-112.3397377,38.9638553
"3723 W 12600 S Ste 330, Riverton, UT",-111.9801259,40.5202116
"5770 S 250 E Ste G50, Murray, UT",-111.8861009,40.6448038
"700 W 800 N Ste 100, Orem, UT",-111.7134327,40.3133633
"1350 N 500 E Ste 340, Logan, UT",-111.8218857,41.7556985
"1105 W 1000 N, Salt Lake City, UT",-111.9235577,40.7903593
"292 S 1470 E Ste 200, St. George, UT",-113.5522501,37.103142
"4460 S Highland Dr Ste 400, Salt Lake City, UT",-111.8423696,40.6751572
"600 E 1325 N, Logan, UT",-111.795257,41.7551619
"98 N 1100 E Ste 202, American Fork, UT",-111.767229,40.3790993
"620 Medical Dr Ste 100, Bountiful, UT",-111.8690782,40.8866088
"5 E 400 N, Springville, UT",-111.6102708,40.1725364
"8th Ave C St 7th Floor, Salt Lake City, UT",-111.8805635,40.7784981
"5121 Cottonwood S ste 500, Murray, UT",-111.8540344,40.6392173
"142 S 50 E Ste 102, Coalville, UT",-111.3959622,40.9139791
"210 W 300 N, Roosevelt, UT",-109.994485,40.304177
"4403 Harrison Blvd Ste 3680, Ogden, UT",-111.9537508,41.183241
"5979 S Fashion Blvd, Murray, UT",-111.8825982,40.6406596
"295 S 1470 E Ste 300, St. George, UT",-113.5511239,37.1030962
"1182 SW 4th Ave, Ontario, OR",-116.9803532,44.0245834
"325 8th Ave, Salt Lake City, UT",-111.879796,40.778667
"128 S 300 W, Bicknell, UT",-111.5500235,38.3389881
"3741 W 12600 S Ste 2000, Riverton, UT",-111.9804268,40.5206387
"1333 N Main St, Cedar City, UT",-113.0645369,37.7017761
"1024 E Locust St, Emmett, ID",-116.4866669,43.8793975
"423 Idaho St Ste A, Gooding, ID",-114.7144238,42.9412557
"5495 S 500 E Ste 310, Ogden, UT",-111.9705021,41.1632597
"380 E 1500 S Ste 201, Heber City, UT",-111.4069684,40.4888274
"3809 W 6200 S, Taylorsville, UT",-111.9816856,40.6380175
"5171 Cottonwood St Ste 350, Murray, UT",-111.8915297,40.6581219
"1291 Expressway Lane, Spanish Fork, UT",-111.6325822,40.123019
"4179 S Riverboat Rd Ste 220, Taylorsville, UT",-111.9156895,40.678348
"2822 S Vista ave, Boise, ID",-116.2132114,43.5768567
"5689 S Redwood Rd #30, Salt Lake City, UT",-111.935876,40.647239
"972 North 600 East, Spanish Fork, UT",-111.6436617,40.1224275
"2183 West Main Street A107, Lehi, UT",-111.8848084,40.3869264
"8375 S 700 E, Sandy, UT",-111.8712904,40.5991125
"1140 West 1130 South Ste. B20, Orem, UT",-111.7274046,40.2763741
"62 E Thrive Dr Ste 100, Saratoga Springs, UT",-111.9152488,40.3739186
"1102 E Locust St, Emmett, ID",-116.4858697,43.8795388
"1789 N Wedgewood Ln, Cedar City, UT",-113.0579288,37.7102229
"415 S Medical Dr Ste A100, Bountiful, UT",-111.866931,40.8862145
"955 E 11400 S, Sandy, UT",-111.8635174,40.544781
"975 Chambers St, South Ogden, UT",-111.9533204,41.1644834
"3903 Medical Dr Ste 300, Ogden, UT",-111.9518546,41.1924419
"1055 N 300 W Ste 108, Provo, UT",-111.6650643,40.2479397
"600 W Hospital Rd, Brigham City, UT",-112.0256999,41.4920427
"1140 E 3900 S Ste 360, Salt Lake City, UT",-111.8587042,40.6861757
"557 W 2600 S, Bountiful, UT",-111.8937872,40.8601969
"395 W Cougar Blvd Ste 602, Provo, UT",-111.6654165,40.2486826
"1159 E 200 N Ste 250, American Fork, UT",-111.7674354,40.381677
"5848 S Fashion Blvd Ste 120, Murray, UT",-111.8837805,40.6442685
"5169 Cottonwood St Bldg 2 Ste 520, Murray, UT",-111.8916931,40.6590621
"652 S Medical Center Dr Ste 310, St. George, UT",-113.5517501,37.0969435
"5169 S Cottonwood St Ste 440, Murray, UT",-111.8916931,40.6590621
"230 N Hospital Dr Ste 1, Price, UT",-110.8313569,39.6035608
"1277 N Northfield Rd, Cedar City, UT",-113.0686501,37.7098667
"6360 S 3000 E Ste 100, Salt Lake City, UT",-111.8067541,40.6339178
"2230 N University Pkwy Ste 1A, Provo, UT",-111.6653971,40.2631512
"1240 E 100 S Ste 14, St. George, UT",-113.5572723,37.1053356
"1100 W 2700 N, Pleasant View, UT",-112.0065573,41.3073372
"4403 Harrison Blvd Ste A700, Ogden, UT",-111.9536786,41.18337
"4403 Harrison Blvd Ste 4815, Ogden, UT",-111.9536335,41.1833755
"3354 W 7800 S, West Jordan, UT",-111.9705539,40.6100716
"680 E Main St, Lehi, UT",-111.8388251,40.3876941
"1675 N Freedom Blvd Ste 3, Provo, UT",-111.6630033,40.2564802
"15 S 1000 E Ste 200, Payson, UT",-111.7152133,40.0435731
"640 E 700 S Ste 105, St. George, UT",-113.5690598,37.0956467
"9600 S 1300 E Ste 220, Sandy, UT",-111.8540717,40.5770831
"585 N 500 W, Provo, UT",-111.6678398,40.2415096
"5063 Cottonwood St Ste 400, Murray, UT",-111.8910202,40.6615652
"228 Shoup Ave W, Twin Falls, ID",-114.483082,42.5661388
"5740 Crestwood Dr, Ogden, UT",-111.9444596,41.15783769999999
"1760 N Main St Ste 103, Cedar City, UT",-113.0614868,37.7089941
"771 W 450 S, Springville, UT",-111.6246637,40.159841
"130 S White Sage Ave, Delta, UT",-112.5600773,39.3503331
"6272 S Highland Dr Ste 203, Murray, UT",-111.8347508,40.6374176
"775 Pole Line Rd W Ste 103, Twin Falls, ID",-114.496109,42.5893855
"1648 NW 1st St, Meridian, ID",-116.3944067,43.6189021
"435 N Main St, Kaysville, UT",-111.9459768,41.0413632
"230 E 5th N, Mountain Home, ID",-115.6960588,43.13523310000001
"1441 Parkway Dr, Blackfoot, ID",-112.363095,43.1958931
"1020 S Main St Ste 100, Salt Lake City, UT",-111.8915786,40.7469781
"237 26th St, Ogden, UT",-111.9753681,41.217635
"10787 W Ustick Rd, Boise, ID",-116.3168268,43.6334615
"910 S 300 W, Blanding, UT",-109.4842993,37.6131073
"133 W Avenue A Ste B, Jerome, ID",-114.5194743,42.7228094
"2680 Channing Way, Idaho Falls, ID",-111.9909401,43.473326900000004
"5169 S Cottonwood St  bldg 2 Ste 610, Murray, UT",-111.8916931,40.6590621
"2850 N 2000 W STE 101, Farr West, UT",-112.0272794,41.3087342
"6357 N Fox Run Way, Meridian, ID",-116.4033554,43.6624615
"34 S 300 E, Provo, UT",-111.6536595,40.2332125
"743 E 300 S, Salt Lake City, UT",-111.8694812,40.7637224
"5974 Fashion Point Dr, South Ogden, UT",-111.937065,41.154952
"3320 S 25th E, Idaho Falls, ID",-111.9853844,43.4673951
"1055 N 500 W BLDG A, Provo, UT",-111.6680448,40.2487607
"707 N Armstrong Pl, Boise, ID",-116.310529,43.61154
"716 W 800 N Ste 300, Orem, UT",-111.7135831,40.3134917
"581 W 1600 N Ste B, Orem, UT",-111.7100529,40.3261618
"20 S State St, Lindon, UT",-111.7173209,40.3377696
"711 N Curtis Rd, Boise, ID",-116.2540445,43.6111082
"1404 Pomerelle Ave Ste A-1, Burley, ID",-113.7787051,42.5354859
"525 N Main St, Ephraim, UT",-111.5877498,39.3693083
"151 S University Ave, Provo, UT",-111.6582273,40.2316468
"5770 S 250  E Bldg 5 Ste 300, Murray, UT",-111.8862767,40.6447219
"7138 S 2000 E Ste 106, Salt Lake City, UT",-111.8351801,40.6216464
"166 W 1325 N Ste 350, Cedar City, UT",-113.0658252,37.7018988
"4403 Harrison Blvd Ste 3875, Ogden, UT",-111.953518,41.1844572
"5169 S Cottonwood St Ste 410, Murray, UT",-111.8916931,40.6590621
"100 N Mario Capecchi Dr Ste 4400, Salt Lake City, UT",-111.8388824,40.7714474
"324 10th Ave Ste 178, Salt Lake City, UT",-111.8800468,40.78006
"98 N 1100 E Ste 201, American Fork, UT",-111.7672166,40.3790789
"652 S Medical Center Dr Ste 420, St. George, UT",-113.5518389,37.0969566
"3300 N Running Creek Way Bldg B STE 100, Lehi, UT",-111.8301693,40.4293505
"5063 Cottonwood St Ste 120, Murray, UT",-111.8910241,40.6619603
"575 S State St, Orem, UT",-111.6903333,40.28649190000001
"736 South 900 East #203, St. George, UT",-113.5650095,37.095608
"1159 E 200 N Ste 200, American Fork, UT",-111.7674966,40.3816776
"12391 S 4000 W, Riverton, UT",-111.9853185,40.5261288
"173 N 400 W Ste C11, Orem, UT",-111.7056725,40.3002578
"672 W 400 S Ste 101, Springville, UT",-111.6225762,40.1616249
"98 N 1100 E Ste 103, American Fork, UT",-111.7672469,40.3790481
"4535 S 5600 W, West Valley City, UT",-112.0247384,40.6827756
"1525 E 6000 S Ste A, Ogden, UT",-111.9404186,41.1535332
"2950 N Church St Ste 200, Layton, UT",-111.9372478,41.10305109999999
"5541 W 13400 S, Riverton, UT",-112.0231263,40.5072167
"3925 E Snowbasin Dr, Huntsville, UT",-111.7699379,41.2607744
"9600 S 1300 E Ste 310, Sandy, UT",-111.8540173,40.5771071
"5121 Cottonwood S Ste 100, Murray, UT",-111.8879909,40.6668916
"1380 E Medical Center Dr Ste 1600, St. George, UT",-113.5539707,37.0968017
"41 E 1140 N Ste B, Saratoga Springs, UT",-111.9155758,40.3824874
"4403 S Harrison Blvd Ste 2815, Ogden, UT",-111.9536786,41.18337
"6933 S 1300 W, West Jordan, UT",-111.9288908,40.6252256
"5169 S Cottonwood St Ste 400, Murray, UT",-111.8916931,40.6590621
"1250 W Bridge St Ste F, Blackfoot, ID",-112.3626355,43.1927649
"934 S Main St, Layton, UT",-111.9542059,41.046036
"129 S State St Ste 240, Clearfield, UT",-112.0238835,41.1122536
"9850 W St Lukes Dr, Nampa, ID",-116.5903088,43.6173907
"4971 W Overland Rd, Boise, ID",-116.2432299,43.5894818
"350 N Haven Dr Ste 100, Twin Falls, ID",-114.4861166,42.5910404
"11260 S River Heights Dr, South Jordan, UT",-111.9754003,40.5537026
"5171 S Cottonwood St Bldg 1 Ste 610, Murray, UT",-111.8916824,40.6580807
"520 N 3rd Ave, Sandpoint, ID",-116.5491403,48.277795
"861 Coronado Center Dr, Henderson, NV",-115.1121134,36.0005714
"2825 E Mall Drive, St. George, UT",-113.526307,37.09696
"1438 N Hwy 890 Ste 130, Farmington, UT",-111.8863177,40.9658494
"489 W South Jordan Pkwy Ste 400, South Jordan, UT",-111.9043836,40.5585698
"3456 E 17th St Ste 125, Ammon, ID",-111.965799,43.4816685
"10968 N Alpine Hwy, Highland, UT",-111.7843482,40.430738
"817 W 950 S, Brigham City, UT",-112.0341315,41.4912794
"1240 E 100 S Ste 15A, St. George, UT",-113.5573653,37.1058704
"590 Wakara Way, Salt Lake City, UT",-111.8332992,40.7563452
"1380 E Medical Center Dr Ste 2600, St. George, UT",-113.5539707,37.0968017
"5169 Cottonwood St Ste 600, Murray, UT",-111.8909635,40.6603852
"5169 S Cottonwood St Ste 420, Murray, UT",-111.8916931,40.6590621
"1380 E Medical Center Dr Ste N1800, St. George, UT",-113.5539707,37.0968017
"5169 S Cottonwood St Ste 510, Murray, UT",-111.8916931,40.6590621
"4403 Harrison Blvd Ste 2835, Ogden, UT",-111.9535689,41.1846345
"5575 S 500 E, Ogden, UT",-111.9693686,41.1623703
"395 W Cougar Blvd Ste 401, Provo, UT",-111.6654165,40.2486826
"600 S Medical Center Dr Bldg 7, St. George, UT",-113.5509945,37.0980594
"935 N 1000 W, Tremonton, UT",-112.1821329,41.7244925
"3225 W Gordon Ave Ste 1, Layton, UT",-112.0266465,41.0741224
"5121 S Cottonwood St Bldg 3, Murray, UT",-111.891794,40.6590658
"8th Ave , C Street, Salt Lake City, UT",-111.8805635,40.7784981
"110 W 1325 N Ste 200, Cedar City, UT",-113.0651183,37.7018987
"750 Round Valley Dr Ste 102, Park City, UT",-111.4670694,40.6858148
"700 W 800 N Ste 220, Orem, UT",-111.7137151,40.3133241
"3650 N University Ave Ste 200, Provo, UT",-111.6574671,40.28194550000001
"1238 N Commerce Dr, Saratoga Springs, UT",-111.9152187,40.3843501
"395 W Cougar Blvd, Provo, UT",-111.6654223,40.2489395
"15 S 1000 E Ste 125, Payson, UT",-111.7152133,40.0435731
"3584 W 9000 S Ste 206, West Jordan, UT",-111.9752347,40.5885718
"440 D St Ste 220, Salt Lake City, UT",-111.8786822,40.7790275
"470 E 3900 S Ste 200, Salt Lake City, UT",-111.8778491,40.6867482
"1380 E Medical Center Dr Ste 4100, St. George, UT",-113.5537478,37.097181
"672 W 400 S Ste 100, Springville, UT",-111.6224989,40.1615982
"1380 E Medical Center Dr Ste N 1600, St. George, UT",-113.5539707,37.0968017
"3100 S Woodruff Ave, Idaho Falls, ID",-112.0047177,43.4700611
"3155 Channing Way Ste D, Idaho Falls, ID",-111.989508,43.4692224
"720 S Woodruff Ave, Idaho Falls, ID",-111.9997695,43.4911569
"4403 Harrison Blvd Ste 3815, Ogden, UT",-111.9536868,41.1845527
"5121 S Cottonwood Street, Murray, UT",-111.891794,40.6590658
"1055 N 500 W Ste 101, Provo, UT",-111.6682413,40.2486282
"1790 N State St, Orem, UT",-111.708527,40.32990179999999
"5770 S 250 E Ste 290, Murray, UT",-111.8860586,40.6447679
"5770 S 250 E Ste 135, Murray, UT",-111.8864934,40.6440891
"5121 Cottonwood St 14th Fl, Murray, UT",-111.8918515,40.6594122
"370 E South Temple Ste 175, Salt Lake City, UT",-111.8802516,40.7690037
"7601 S Redwood Rd Bldg E, West Jordan, UT",-111.9370929,40.6128185
"2470 Jafer Ct, Idaho Falls, ID",-111.9849528,43.4624768
"35 Skyline DR, Brigham City, UT",-112.0157327,41.4861485
"4095 Pony Express Pkwy, Eagle Mountain, UT",-111.9654303,40.36371159999999
"1472 East 820 North, Orem, UT",-111.66071,40.312562
"4905 South 900 East, Salt Lake City, UT",-111.8642121,40.66271649999999
"201 W Layton Parkway Ste 1C, Layton, UT",-111.9686674,41.0523124
"2450 E Fort Union Blvd, Cottonwood, UT",-111.8209969,40.6236956
"1530 S 500 W, Provo, UT",-111.6680359,40.213426
"512 E Elm St, Caldwell, ID",-116.6928029,43.6531647
"6033 Fashion Point Dr Ste 100, Ogden, UT",-111.9365527,41.1529932
"5455 River Run Dr, Provo, UT",-111.6605534,40.3066355
"190 W 100 S Ste B, Bountiful, UT",-111.8853374,40.88863629999999
"1000 N Main St Ste A, Richfield, UT",-112.0834998,38.782734
"175 N 400 W Ste C10, Orem, UT",-111.705656,40.3002524
"652 S Medical Center Dr Ste 300, St. George, UT",-113.5517,37.0970689
"4403 Harrison Blvd Ste 3490, Ogden, UT",-111.9537319,41.1834638
"201 W Layton Pkwy Ste 2C, Layton, UT",-111.9686674,41.0523124
"267 E Traverse Pointe Dr, Draper, UT",-111.881964,40.4857117
"1388 S Navajo St Ste C, Salt Lake City, UT",-111.9313065,40.73880339999999
"5063 S Cottonwood St Ste 160, Murray, UT",-111.8909991,40.6616181
"1320 W South Jordan Pkwy, South Jordan, UT",-111.9296341,40.5626832
"2295 Foothill Dr, Salt Lake City, UT",-111.8112585,40.7216458
"164 E 5900 S Ste A112, Murray, UT",-111.8872448,40.6424398
"9071 S 1300 W Ste 301, West Jordan, UT",-111.9279063,40.5862267
"65 Mario Capecchi Dr, Salt Lake City, UT",-111.8378489,40.76977530000001
"1152 E 200 N, American Fork, UT",-111.7675681,40.3809996
"984 S Medical Dr Ste 1, Brigham City, UT",-112.0272838,41.4902536
"4624 S Holladay Blvd Ste 100, Salt Lake City, UT",-111.8264575,40.6699742
"980 S Medical Dr Ste 2, Brigham City, UT",-112.0272042,41.49081109999999
"670 W Shepard Ln Ste 103, Farmington, UT",-111.9023176,41.0011394
"354 W Crossroad Blvd, Saratoga Springs, UT",-111.9250016,40.3881554
"3231 N 1120 E, Lehi, UT",-111.8329174,40.4285413
"4401 Harrison Blvd Ste 1885, Ogden, UT",-111.9549506,41.183898
"3741 W 12600 S Ste 160A, Riverton, UT",-111.9804268,40.5206387
"110 W 1325 N Ste 300, Cedar City, UT",-113.0651622,37.7018681
"1580 W Antelope Dr Ste 290, Layton, UT",-111.9946171,41.0897819
"12391 S 4000 W Ste 102, Riverton, UT",-111.9855437,40.526018
"5121 S Cottonwood St Ste 170, Murray, UT",-111.891794,40.6590658
"1260 S 1600 W, Orem, UT",-111.7350094,40.2735005
"1685 W 2200 S, Salt Lake City, UT",-111.9385712,40.72224810000001
"1350 N 500 E Ste 250, Logan, UT",-111.8218857,41.7556985
"324 10th Ave Ste 170, Salt Lake City, UT",-111.8800396,40.7801588
"610 S 200 E Ste B, Salt Lake City, UT",-111.8857916,40.7559264
"520 S Eagle Rd Ste 1229, Meridian, ID",-116.3526515,43.5994312
"491 W Bourne Cir, Farmington, UT",-111.8983693,40.9918281
"1785 E 1450 S ste 300, Clearfield, UT",-111.9914803,41.0939517
"5848 S Fashion Blvd Ste 110, Murray, UT",-111.883794,40.6445398
"617 E Riverside Dr Ste 201, St. George, UT",-113.5703299,37.087653
"2250 N 1700 W, Layton, UT",-111.9969272,41.0925111
"1175 East 50 South #141, American Fork, UT",-111.767413,40.3763602
"412 W 800 N, Orem, UT",-111.7060818,40.3129181
"7733 S Redwood Rd, West Jordan, UT",-111.9383239,40.6104668
"348 E 600 S, St. George, UT",-113.5762722,37.0974164
"2523 S 10th Ave Ste 103, Caldwell, ID",-116.6923918,43.6471151
"867 S Vanguard Way, Meridian, ID",-116.4311357,43.596522
"512 N 21st Ave, Caldwell, ID",-116.6686724,43.6602537
"1868 N 1120 W, Provo, UT",-111.675967,40.258814
"283 N 1st St, Driggs, ID",-111.108689,43.7270434
"844 Washington St N Ste 400, Twin Falls, ID",-114.4793982,42.5768278
"975 E Chambers Street, South Ogden, UT",-111.9503188,41.1628726
"94 W Main St, Santaquin, UT",-111.7870843,39.9758809
"275 W 200 N, Lindon, UT",-111.7220194,40.3413988
"4403 Harrison Blvd Ste 2400, Ogden, UT",-111.9537887,41.1832411
"4403 Harrison Blvd Ste 3835, Ogden, UT",-111.9537511,41.183335
"1380 E Medical Center Dr Ste 3100, St. George, UT",-113.5538601,37.097163
"475 W 940 N, Provo, UT",-111.6669575,40.2459108
"155 W Canyon Crest Rd Ste 200, Alpine, UT",-111.7808058,40.4483725
"55 E Canyon Commercial Ave, Cedar City, UT",-113.060814,37.70892
"3556 W 9800 S Ste 101, South Jordan, UT",-111.9758732,40.5736755
"70 Westview Dr, Richfield, UT",-112.086434,38.781413
"3485 W 5200 S, Roy, UT",-112.0639478,41.16866
"520 Medical Dr Ste 301, Bountiful, UT",-111.870738,40.88628
"527 W 400 N Ste 2, Orem, UT",-111.7094417,40.3036577
"1120 E 100 N Ste 1, Payson, UT",-111.7135545,40.0443778
"1055 N 300 W Ste 104, Provo, UT",-111.6650643,40.2479397
"1380 E Medical Center Dr Ste 2100, St. George, UT",-113.5539707,37.0968017
"1325 N 600 E Ste 102, Logan, UT",-111.8196042,41.7560006
"324 10th Ave Ste 200, Salt Lake City, UT",-111.8800319,40.78006
"5770 S 250 E Ste 340, Murray, UT",-111.8860586,40.6447679
"100 Mario Capecchi Dr, Salt Lake City, UT",-111.8389786,40.7717633
"1000 N Main St Ste B, Richfield, UT",-112.0834998,38.782734
"5171 S Cottonwood St Ste 305, Murray, UT",-111.8915297,40.6581219
"98 N 1100 E Ste 102, American Fork, UT",-111.767229,40.3790993
"754 N College Rd Ste D, Twin Falls, ID",-114.4634245,42.5838865
"285 W Francis St, Blackfoot, ID",-112.3442182,43.1934911
"110 Vista Dr, Pocatello, ID",-112.4222702,42.877858
"1175 E 50 S Ste 251, American Fork, UT",-111.7674054,40.376267
"4460 S Highland Dr Ste 100, Salt Lake City, UT",-111.8423145,40.6750602
"5373 Lake Park Blvd, West Valley City, UT",-112.0200213,40.7118982
"8050 W Northview St, Boise, ID",-116.2822463,43.6271019
"2392 Addison Ave Ste E, Twin Falls, ID",-114.4366668,42.56252
"2948 S Redwood Rd, West Valley City, UT",-111.9393145,40.7072856
"443 S 600 E, Salt Lake City, UT",-111.8735,40.7594772
"1900 N State St, Provo, UT",-111.6754854,40.2602635
"525 Marks St, Henderson, NV",-115.0369345,36.0608625
"6013 S Redwood RD, Salt Lake City, UT",-111.9381925,40.6418663
"3330 4th St, Lewiston, ID",-117.0130312,46.3815063
"1411 W Franklin St, Boise, ID",-116.2068622,43.6238419
"3903 Medical Dr Ste 100, Ogden, UT",-111.9519297,41.1923687
"382 N Overland Ave, Burley, ID",-113.7914364,42.5637097
"3674 S Jordan Parkway Ste 101, South Jordan, UT",-111.978636,40.563402
"9289 S Redwood Rd Ste E, West Jordan, UT",-111.9382725,40.5824051
"2825 East Mall Drive, St. George, UT",-113.526307,37.09696
"340 E 600 S, St. George, UT",-113.5763554,37.0975489
"1303 N Main St Ste 3C, Cedar City, UT",-113.0664062,37.69958159999999
"655 E 1300 N, Logan, UT",-111.8170808,41.7561614
"5169 S Cottonwood St Ste 430, Murray, UT",-111.8916931,40.6590621
"5121 Cottonwood St LL1, Murray, UT",-111.8918515,40.6594122
"652 S Medical Center Dr Ste 400, St. George, UT",-113.5519933,37.0972444
"1380 E Medical Center Dr Ste 1500, St. George, UT",-113.5539707,37.0968017
"15 E 400 N, Parowan, UT",-112.8273788,37.8492092
"1380 E Medical Center Dr Ste 2200, St. George, UT",-113.5539707,37.0968017
"745 S 2000 W, Syracuse, UT",-112.0636264,41.1029898
"3895 W 7800 S Ste 100, West Jordan, UT",-111.9831582,40.6092424
"1477 N 2000 W Ste C, Clinton, UT",-112.0651992,41.1353482
"1159 E 12th St, Ogden, UT",-111.9495617,41.2435347
"8822 S Redwood Rd Ste C211, West Jordan, UT",-111.9404585,40.5912792
"4401 Harrison Blvd Ste 4600, Ogden, UT",-111.9549506,41.183898
"1184  E 80 N, American Fork, UT",-111.7671487,40.3778679
"495 E 4500 S Ste 200, Salt Lake City, UT",-111.8773372,40.6746889
"3690 S Main St, Salt Lake City, UT",-111.8914426,40.6908448
"1886 W 800 N, Pleasant Grove, UT",-111.7674678,40.3727268
"1248 E 90 N Ste 300, American Fork, UT",-111.7652701,40.3778177
"370 9th Ave Ste 205, Salt Lake City, UT",-111.8784347,40.7794204
"9450 S 1300 E Ste 220, Sandy, UT",-111.854251,40.5794726
"5121 S Cottonwood St Bldg 7 Ste 170, Murray, UT",-111.891794,40.6590658
"539 S Main St, Monroe, UT",-112.1209864,38.6226912
"750 Round Valley Dr Ste 201, Park City, UT",-111.4670694,40.6858093
"2715 N Hwy 89, Pleasant View, UT",-112.007908,41.3078511
"243 Cheney Dr W Ste 200, Twin Falls, ID",-114.4832952,42.5880867
"3950 17th St Ste A, Baker, OR",-117.8489724,44.7952141
"3551 E Overland Rd, Meridian, ID",-116.3504997,43.58946479999999
"1226 River St, Boise, ID",-116.2139445,43.6145112
"254 River Vista Pl, Twin Falls, ID",-114.4761862,42.596808
"8420 S Wasatch Blvd, Cottonwood Heights, UT",-111.7899939,40.616442
"175 N Medical Dr E, Salt Lake City, UT",-111.8361313,40.7724503
"447 W Bearcat Dr, Salt Lake City, UT",-111.9018526,40.7209388
"2825 E Mall Dr, St. George, UT",-113.526307,37.09696
"3741 W 12600 S Ste 220, Riverton, UT",-111.9801096,40.52106759999999
"515 S 700 E Ste 2A, Salt Lake City, UT",-111.8703661,40.7578479
"95 S 100 E Ste 300, Payson, UT",-111.73041,40.0426267
"10160 E HWY 210 Ste 1, Alta, UT",-111.6384511,40.58883489999999
"5558 S 1900 W BLDG 300 STE B, Taylorsville, UT",-111.943459,40.6497638
"12447 S Crossing Dr ste 13, Riverton, UT",-111.9847854,40.5250932
"1350 Parkway Dr Ste A, Blackfoot, ID",-112.3611853,43.1949455
"703 N 1st St, McCall, ID",-116.100136,44.9084995
"1925 Whipple Ave Ste 30, Logandale, NV",-114.4848641,36.6077631
"3200 Channing Way Ste A102, Idaho Falls, ID",-111.9917215,43.46999
"388 Martin St, Twin Falls, ID",-114.4915995,42.5689857
"1603 12th Ave Rd Ste B, Nampa, ID",-116.5747024,43.55336639999999
"1828 S Millenium Wy # 300, Meridian, ID",-116.3670974,43.5881744
"413 N Allumbaugh St # 101, Boise, ID",-116.268023,43.6085184
"435 S Eagkle Rd, Eagle, ID",-116.3551861,43.69147390000001
"9196 W Barnes Dr, Boise, ID",-116.2958103,43.5937196
"1603 12th Avenue Rd Ste B, Nampa, ID",-116.5747024,43.55336639999999
"2536 N Stokesberry Pl, Meridian, ID",-116.3550098,43.6277147
"2038 W 1900 S, Syracuse, UT",-112.0653942,41.08679920000001
"5063 Cottonwood St Ste 160, Murray, UT",-111.8909991,40.6616181
"2121 N 1700 W, Layton, UT",-111.99773,41.09084
"2084 N 1700 W Ste A, Layton, UT",-111.9968694,41.090216
"2025 W 200 N Ste 2, Kaysville, UT",-111.9804161,41.0383123
"1792 W 1700 S Ste 102, Syracuse, UT",-112.0608407,41.0895895
"5682 S 3500 W Ste A, Roy, UT",-112.0637055,41.1602038
"380 E 1500 S Ste 204, Heber City, UT",-111.4069546,40.4886908
"755 E 3900 S, Salt Lake City, UT",-111.8698261,40.6875687
"1548 E 4500 S Ste 105, Salt Lake City, UT",-111.8455495,40.6738274
"166 W 1325 N  Ste 100, Cedar City, UT",-113.06590250000001,37.7018548
"1335 N Northfield Rd  Ste 300, Cedar City, UT",-113.0686502,37.7098667
"4000 S 700 E Ste 10, Salt Lake City, UT",-111.871863,40.685241
"5770 S 250 E Ste 415, Murray, UT",-111.8861121,40.6447659
"6272 Highland Dr, Murray, UT",-111.8347788,40.637348
"345 W 600 S Ste 200, Heber City, UT",-111.4197361,40.4990603
"372 W Main, Delta, UT",-112.5831065,39.3529313
