addy,lon,lat
"10 S 300 E, Provo, UT",-111.6538222,40.2333159
"333 2nd St Ste 1A, Ogden, UT",-111.9715785,41.2584564
"31 W 100 S Ste A, Pleasant Grove, UT",-111.7413907,40.3623006
"142 W Winchester St, Murray, UT",-111.8954715,40.6333627
"1035 W Bellwood Ln Ste 100, Murray, UT",-111.9214005,40.6533848
"237 S 7400 E, Huntsville, UT",-111.7704325,41.26007670000001
"999 E Murray Holladay Rd Ste 105, Salt Lake City, UT",-111.8628464,40.6662741
"594 E 800 S Ste G, Orem, UT",-111.6813129,40.2819233
"415 Medical Dr Ste D 201, Bountiful, UT",-111.8669235,40.8862066
"485 S Main St Ste 202, Springville, UT",-111.6101601,40.1599019
"40 S 200 W, Salem, UT",-111.6777871,40.0539464
"2364 W 12600 S Ste 2C, Riverton, UT",-111.9512244,40.5227708
"7138 S Highland Dr Ste 213, Salt Lake City, UT",-111.834731,40.621688
"3300 N Running Creek Way Bldg F102, Lehi, UT",-111.8301693,40.4293505
"6298 S 900 E, Salt Lake City, UT",-111.8663791,40.6372708
"105 S Hwy 91, Richmond, UT",-111.9543781,41.4979287
"1560 Renaissance Towne Dr Ste 210, Bountiful, UT",-111.8881257,40.8741311
"1709 Caldwell Blvd, Nampa, ID",-116.6022759,43.60458329999999
"290 W Georgia Ave, Nampa, ID",-116.5752313,43.5563447
"4424 E Flamingo Ave Ste 110, Nampa, ID",-116.515707,43.5976917
"1636 S Lake Crest Way, Eagle, ID",-116.361502,43.68010169999999
"3015 E Magic View Dr St 120, Meridian, ID",-116.3568198,43.59920169999999
"1906 S Vista Ave, Boise, ID",-116.213331,43.5860383
"811 NW 12th St, Fruitland, ID",-116.9250307,44.0230882
"9839 W Cable Car St, Boise, ID",-116.3045062,43.5909895
"802 Shoup St, Salmon, ID",-113.8902772,45.1754273
"1103 W Ironwood Dr Ste A, Coeur d'Alene, ID",-116.8001095,47.6969626
"217 W Georgia Ave Ste 120, Nampa, ID",-116.5751653,43.5554626
"2275 E Eagle Rd Ste 120, Meridian, ID",-116.3545947,43.6253976
"1580 E State St Ste 104, Eagle, ID",-116.3332626,43.6899589
"868 E Riverside Dr Ste 200, Eagle, ID",-116.342435,43.6891696
"8631 W Ardene St, Boise, ID",-116.2891285,43.5889924
"206 S Midland Blvd, Nampa, ID",-116.5923551,43.567874
"3399 E Louise Drive Ste 200, Meridian, ID",-116.3524848,43.6015434
"2947 E Magic View Dr Ste 2, Meridian, ID",-116.3578459,43.5994183
"2635 Caldwell Blvd Ste 101, Nampa, ID",-116.6145007,43.6128662
"809 N Liberty St, Boise, ID",-116.2616553,43.6122376
"2947 Magic View Dr Ste 2, Meridian, ID",-116.3578459,43.5994183
"660 E Franklin Rd Ste 110, Meridian, ID",-116.383145,43.60573530000001
"16211 N Brinson St Ste 220, Nampa, ID",-116.5163485,43.607912
"2640 S Eagle RD, Meridian, ID",-116.3540703,43.5804195
"3858 M Garden Center, Boise, ID",-116.2341189,43.6551593
"736 S 900 E Ste 108, St. George, UT",-113.5649379,37.0956974
"5782 Adams Ave Pkwy, South Ogden, UT",-111.9713476,41.1585939
"2200 Park Ave Bldg D Ste 100, Park City, UT",-111.5524587,40.7306085
"900 Round Valley Dr Ste 110, Park City, UT",-111.4694162,40.6876928
"2850 N 2000 W Ste 105, Farr West, UT",-112.0272794,41.3086453
"990 Medical Dr Ste G4, Brigham City, UT",-112.026078,41.489985
"3000 TRIUMPH BLVD #220, Lehi, UT",-111.8785381,40.4254722
"3943 E PONY EXPRESS PKWY #120, Eagle Mountain, UT",-111.9684989,40.3622021
"707 E MILL RD #303, Orem, UT",-111.7367297,40.29738529999999
"2928 Michelle St, Pocatello, ID",-112.4087377,42.9035073
"1175 E 50 S Ste 241, American Fork, UT",-111.7673188,40.3763655
"12523 S Creek Meadow Dr Ste 111, Riverton, UT",-111.980102,40.5236846
"12511 S Creek Meadow Rd Ste 111, Riverton, UT",-111.9810704,40.5239154
"3301 N Sawgrass Way, Boise, ID",-116.2816288,43.6347355
"469 E Medical Dr Ste 108, Bountiful, UT",-111.871429,40.8876654
"415 N Main St Ste 301, Cedar City, UT",-113.0624622,37.6846926
"5331 S Adams Ave Ste C, Ogden, UT",-111.9688808,41.1668566
"812 S State St, Orem, UT",-111.6890141,40.2822206
"288 N West State Rd, American Fork, UT",-111.8124637,40.3829762
"201 W Layton Parkway Ste 2B, Layton, UT",-111.9686674,41.0523124
"460 W 500 S, Bountiful, UT",-111.8912033,40.8847276
"1434 E 9400 S Ste 206, Sandy, UT",-111.850347,40.5800668
"1690 N Washington Blvd Ste 1, Ogden, UT",-111.9686121,41.288811
"1445 N 400 E Ste 1, Logan, UT",-111.8245563,41.75823339999999
"718 W Coliseum Way, Midvale, UT",-111.9107564,40.6189439
"201 W Layton Pkwy Ste 2B, Layton, UT",-111.9686674,41.0523124
"3422 S 15th E, Idaho Falls, ID",-112.0044326,43.4668175
"1582 Elk Creek Dr, Idaho Falls, ID",-112.0024824,43.4659386
"5633 W 6200 S Ste A-6, West Valley City, UT",-112.0251876,40.6381742
"4141 Pole Line Rd Ste A, Pocatello, ID",-112.4627384,42.9074269
"1528 N Commerece Dr Ste 101, Saratoga Springs, UT",-111.915242,40.39135599999999
"1350 Parkway Dr Ste 2, Blackfoot, ID",-112.3611853,43.1949455
"1975 Martha Ave Ste A, Idaho Falls, ID",-111.9943904,43.4657279
"1151 Hospital Wy Ste D 100, Pocatello, ID",-112.4192607,42.8686059
"1160 E 3900 S Ste 1000, Holladay, UT",-111.8568079,40.6861013
"395 W Cougar Blvd ste 502, Provo, UT",-111.6654165,40.2486826
"101 N West State RD # 108, American Fork, UT",-111.8137115,40.3787607
"1834 S State, Orem, UT",-111.686656,40.2781453
"2414 W 7800 S, West Jordan, UT",-111.953446,40.6097753
"1943 N State St, Orem, UT",-111.7129152,40.3321633
"6724 S Highland Dr Ste 202, Cottonwood Heights, UT",-111.8346261,40.6289806
"120 S State Ste C, Clearfield, UT",-112.0250119,41.1118856
"431 W 600 N, Tremonton, UT",-112.1720235,41.7184334
"97 S Professional Way Ste 100, Payson, UT",-111.7127912,40.0432073
"2480 S Hwy 89 Ste A, Perry, UT",-112.03427,41.464877
"6287 S Redwood Rd Ste 203, Taylorsville, UT",-111.9380714,40.6369846
"539 N Harrisville Rd Ste F, Harrisville, UT",-111.9761123,41.26850719999999
"2178 S 900 E Ste 5, Salt Lake City, UT",-111.8656948,40.7237032
"702 E South Temple Ste 105, Salt Lake City, UT",-111.8704823,40.7689992
"576 Hwy 138 Ste 200, Stansbury Park, UT",-112.2908899,40.6516624
"3672 W South Jordan Pkwy Ste 203, South Jordan, UT",-111.9785884,40.5619441
"1951 W 4700 S Ste 4, Salt Lake City, UT",-111.9436169,40.6671915
"1220 33rd St Ste C, Ogden, UT",-111.9478243,41.2034825
"40 W Cache Valley Blvd Ste 2A, Logan, UT",-111.8364108,41.7536135
"850 Yellowstone Ave Ste A and B, Pocatello, ID",-112.4508904,42.8902522
"275 W Locust St STE A, Shelley, ID",-112.1275989,43.378246
"700 W 800 N Ste 442, Orem, UT",-111.71318,40.3130115
"3773 W 12600 S Ste 303, Riverton, UT",-111.9800669,40.5206495
"819 E Market Place Dr 3rd Flr, Spanish Fork, UT",-111.6401826,40.1307526
"935 W 1000 N, Tremonton, UT",-112.176589,41.7257161
"5069 W 13400 S Ste 100, Herriman, UT",-112.0118109,40.5075314
"1225 E Fort Union Blvd Ste 120, Midvale, UT",-111.8565773,40.62652320000001
"520 S Eagle Rd Ste 3209 and 3219, Meridian, ID",-116.3523818,43.599864
"479 Polk St Ste B, Twin Falls, ID",-114.4681077,42.5700745
"113 E Ave F, Jerome, ID",-114.5178671,42.7179886
"214 N Main, Riggins, ID",-116.3139408,45.4229688
"912 S Washington Ave, Emmett, ID",-116.4996143,43.8672212
"323 E Riverside Dr, Eagle, ID",-116.3501511,43.6890734
"4400 Flamingo Ave, Nampa, ID",-116.517191,43.5974338
"999 N Curtis RD, Boise, ID",-116.2548828,43.6131692
"3090 Gentry Way, Meridian, ID",-116.3556797,43.59845550000001
"8854 Emerald St Ste 140, Boise, ID",-116.29268,43.612343
"2007 E Quail Run RD Ste 1, Emmett, ID",-116.4685725,43.8685002
"1250 Hollipark Dr, Idaho Falls, ID",-112.0048566,43.5071926
"27 N Fisher Park Way Ste 101, Eagle, ID",-116.3980897,43.6958263
"27 N Fisher Park Wy Ste 101, Eagle, ID",-116.3980897,43.6958263
"230 W Mallard Dr Ste A, Boise, ID",-116.1840187,43.5959067
"4400 E Flamingo Ave Ste 4, Nampa, ID",-116.517191,43.5974338
"1512 12th Ave Rd Ste 206, Nampa, ID",-116.5705814,43.5538707
"9850 W St. Lukes Dr Ste 129, Nampa, ID",-116.5903087,43.6173907
"9850 W St lukes Dr Ste 280, Nampa, ID",-116.5903087,43.6173907
"3525 E Louise Dr Ste 220, Meridian, ID",-116.3504444,43.6016199
"360 E Montvue Dr Ste 300, Meridian, ID",-116.3513887,43.60163980000001
"875 S Vanguard Wy, Meridian, ID",-116.4316556,43.5965219
"3277 E Louise Dr FL 2, Meridian, ID",-116.3540944,43.6015324
"13967 W Wainwright St Ste 103, Boise, ID",-116.2023137,43.6150186
"9850 W St Lukes Dr Ste 290, Nampa, ID",-116.5903087,43.6173907
"3908 E Flamingo, Nampa, ID",-116.5223104,43.598131
"2985 S Meridian RD Ste 140, Meridian, ID",-116.3944023,43.5775459
"1125 2nd St S Ste 110, Nampa, ID",-116.5611824,43.5780703
"960 S Broadway Ave Ste 200, Boise, ID",-116.1920018,43.6017778
"7478 S Campus View Dr Ste 202, West Jordan, UT",-111.9848115,40.6152169
"8706 S 700 E Ste 100, Sandy, UT",-111.8725193,40.5934416
"2114 E Fort Union Blvd, Salt Lake City, UT",-111.8306229,40.6236019
"1819 W 3500 S Ste 1A, West Valley City, UT",-111.9414316,40.6961921
"1955 S 1300 E Ste L2, Salt Lake City, UT",-111.8533803,40.7276819
"386 N Redwood Rd Ste 106, North Salt Lake, UT",-111.9291004,40.8487735
"1275 E Fort Union Blvd, Midvale, UT",-111.8557811,40.62608900000001
"675 E 800 S, Orem, UT",-111.6792692,40.2825986
"1240 E 100 S Ste 17, St. George, UT",-113.5573653,37.1058704
"1460 N 1075 W, Farmington, UT",-111.9106558,41.00467769999999
"160 S 1000 E Ste 310, Salt Lake City, UT",-111.8628497,40.7658048
"82 E 900 N Ste A, Spanish Fork, UT",-111.6532633,40.1211137
"11449 S 1000 E Ste 201, Sandy, UT",-111.8624169,40.5434856
"158 E Winchester St, Murray, UT",-111.8869854,40.632561
"12391 S 4000 W Ste 212, Riverton, UT",-111.985516,40.5261617
"3980 S 1580 E Ste 110, Holladay, UT",-111.8469414,40.6493602
"711 Rigby Lake Dr Ste 1500, Rigby, ID",-111.9061872,43.685472
"4902 S 1900 W Ste 1, Roy, UT",-112.0255253,41.1738204
"6321 S Redwood Rd Ste 102, Taylorsville, UT",-111.9380397,40.6364692
"1363 Fillmore St, Twin Falls, ID",-114.4652671,42.5858425
"1409 W 1000 N, Salt Lake City, UT",-111.931432,40.7906975
"1712 E Bay Blvd Bldg 5 Ste 300, Provo, UT",-111.6540162,40.2115084
"5640 S 3500 W, Roy, UT",-112.0637986,41.16070939999999
"134 W 1180 N Ste 5, Tooele, UT",-112.3005965,40.5545279
"5392 S 600 E Ste 25, Washington Terrace, UT",-111.9662851,41.1656672
"421 W 2nd St Ste 3, Soda Springs, ID",-111.609642,42.649855
"6454 W Emerald St, Boise, ID",-116.2618901,43.6121906
"6454 Emerald St, Boise, ID",-116.2618901,43.6121906
"100 N Mario Capecchi Dr Ste 2600, Salt Lake City, UT",-111.8387863,40.7711316
"333 N 1st St Ste 130, Boise, ID",-116.1938909,43.61369089999999
"222 N 2nd St Ste 102, Boise, ID",-116.19527,43.613231
"1118 NW 16th Ste D, Fruitland, ID",-116.928162,44.024783
"1525 E LeighField Dr Ste 150, Meridian, ID",-116.375527,43.6406272
"4623 Enterprise Way, Caldwell, ID",-116.640725,43.6616102
"100 Medical Dr Ste 201, Ketchum, ID",-114.3636619,43.6807402
"625 Pole Line Rd W Ste 2B, Twin Falls, ID",-114.4928707,42.5913954
"276 Eastland Dr N, Twin Falls, ID",-114.4402004,42.5660387
"868 E Riverside Dr Ste 170, Eagle, ID",-116.3424014,43.6891779
"21 N Fisher PkWy, Eagle, ID",-116.3961741,43.6966513
"13960 W Wainwright Dr Ste A, Boise, ID",-116.3558626,43.6420645
"335 SW 13th St, Ontario, OR",-116.9849488,44.0254832
"2720 W Cherry Ln, Meridian, ID",-116.4274195,43.6199208
"3025 W Cherry Ln Ste 207, Meridian, ID",-116.4305046,43.6186256
"5246 N Eagle RD, Boise, ID",-116.3533821,43.6521715
"703 Americana Blvd  Ste 130, Boise, ID",-116.219214,43.6174986
"3277 E Louise Ste 410, Meridian, ID",-116.3540524,43.6015275
"1450 Aviation Dr Ste 203, Hailey, ID",-114.3037736,43.5072907
"5155 S Hillsdale Ln, Meridian, ID",-116.345795,43.5583062
"9850 W St Lukes Dr #  2299, Nampa, ID",-116.5903088,43.6173907
"46 N Main St, Blanding, UT",-109.4778454,37.6258828
"530 W 465 N Ste 703, Logan, UT",-111.8306539,41.71669199999999
"727 E 1100 S, Mapleton, UT",-111.5700731,40.1208549
"169 W 2710 S Circle Ste 203A, St. George, UT",-113.5878695,37.061844
"2901 W Bluegrass Blvd Ste 200, Lehi, UT",-111.8958907,40.4351949
"3651 N 100 E Ste 375, Provo, UT",-111.6570591,40.2818347
"10808 S River Front Pkwy, South Jordan, UT",-111.913823,40.55547079999999
"4001 S 700 E Ste 500, Salt Lake City, UT",-111.8698916,40.6848236
"50 W Broadway Ste 300, Salt Lake City, UT",-111.893079,40.7631583
"114 S Main St, Firth, ID",-112.18441,43.3045806
"1501 Hiland Ave Ste F, Burley, ID",-113.7818595,42.5348826
"114 E 12450 S Ste 206, Draper, UT",-111.8876931,40.5241834
"17 12th Ave S STE 207, Nampa, ID",-116.5597356,43.5791035
"2281 7th Ave N, Payette, ID",-116.9143531,44.081637
"6123 Graye Ln, Caldwell, ID",-116.6296759,43.6275768
"3773 W 12600  S Ste 301, Riverton, UT",-111.9801152,40.520621
"395 W Cougar Blvd Ste 603, Provo, UT",-111.6654165,40.2486826
"81 N Mario Cappechi Dr, Salt Lake City, UT",-111.8408036,40.7708896
"75 S 1st W, Preston, ID",-111.8790265,42.0944995
"510 S Main, Smithfield, UT",-111.8193036,41.7970713
"291 S Main Ste C, Smithfield, UT",-111.8327229,41.8382622
"8941 S 700 E Ste 204, Sandy, UT",-111.8713161,40.5889271
"7611 S Jordan Landing Blvd Ste 100, West Jordan, UT",-111.9838895,40.6133463
"9844 S 1300 E Ste 340, Sandy, UT",-111.8539746,40.5723801
"75 E 1400 S, Garland, UT",-112.1613481,41.7266424
"3060 S Redwood Rd, West Valley City, UT",-111.9394752,40.7045586
"4970 S 900 E Ste G, Salt Lake City, UT",-111.865273,40.660915
"2650 N Tenaya Way Ste 308, Las Vegas, NV",-115.2495133,36.2077956
"1013 W 2700 S, Syracuse, UT",-112.0458206,41.07444539999999
"1895 E McGrath Rd, Eagle, ID",-116.3299156,43.68733700000001
"3277 E Louise Dr Ste 410, Meridian, ID",-116.3540524,43.6015275
"723 16th Ave S, Nampa, ID",-116.5625147,43.5708832
"1320 Bennett Ave Ste B, Burley, ID",-113.780853,42.53648099999999
"13176 W Persimmon Ln, Boise, ID",-116.3466422,43.6480131
"2419 W State St Ste 9, Boise, ID",-116.2202229,43.6292979
"7149 W Emerald St, Boise, ID",-116.2707867,43.6119494
"3858 N Garden Center Way Ste 204, Boise, ID",-116.2341485,43.6552124
"3002 W 12600 S, Riverton, UT",-111.9635673,40.5229267
"690 N Main St, Kaysville, UT",-111.9530587,41.0463019
"2176 E Franklin Rd Ste 100, Meridian, ID",-116.367402,43.6055973
"9850 St Lukes Dr Ste 300, Nampa, ID",-116.5903087,43.6173907
"6051 N Eagle RD, Boise, ID",-116.3552967,43.6594676
"7733 W Emerald St, Boise, ID",-116.278415,43.6126692
"999 N Curtis RD Ste 307, Boise, ID",-116.2550213,43.6130508
"324 E 10th Ave, Salt Lake City, UT",-111.879868,40.7799605
"5296 S Commerce Dr Ste 301, Salt Lake City, UT",-111.9007826,40.6561803
"991 W Shepard Lane Ste 100, Farmington, UT",-111.90962210000001,41.0003967
"4450 Harrison Blvd, Ogden, UT",-111.9484504,41.1811281
"957 S Hwy 89, Logan, UT",-111.8382157,41.7136904
"420 W Main St Ste 206, Boise, ID",-116.1994767,43.6138997
"3123 Medical Dr Ste B, Caldwell, ID",-116.6586071,43.659698
"4400 E Flamingo Ave Ste 130, Nampa, ID",-116.5172473,43.5975823
"1050 SW 3rd Ave Ste 2200, Ontario, OR",-116.9774294,44.0253494
"37th S 2nd E Ste 100, Rexburg, ID",-111.7780722,43.811504
"3855 W 7800 S Ste 125, West Jordan, UT",-111.9830904,40.609272
"275 W 200 N Ste 7, Kaysville, UT",-111.9435047,41.0375246
"2850 N 2000 W, Farr West, UT",-112.0272563,41.3087549
"11762 S State St  Ste 220, Draper, UT",-111.8922608,40.537672
"528 E 800 N, Orem, UT",-111.6835396,40.3112833
"5300 S Adams Ave Ste 10, Ogden, UT",-111.9675279,41.1675325
"819 E Market Pl Dr, Spanish Fork, UT",-111.6401826,40.1307526
"2650 N TENAYA WAY STE 308, Las Vegas, NV",-115.2495133,36.2077956
"890 N 6th E St, Mountain Home, ID",-115.6921367,43.1391993
"222 N 2nd S Ste 115, Boise, ID",-116.2023137,43.6150186
"8854 W Emerald St Ste 170, Boise, ID",-116.2926412,43.6121516
"333 N 1st St Ste 204, Boise, ID",-116.1937868,43.6135914
"125 E Idaho St Ste 302, Boise, ID",-116.1939488,43.6114955
"520 S Eagle Rd Ste 21, Meridian, ID",-116.3526855,43.5995843
"8854 Emerald St Ste 170, Boise, ID",-116.2926412,43.6121516
"401 W Camas, Fairfield, ID",-114.7938377,43.3465756
"794 Eastland Dr, Twin Falls, ID",-114.4394205,42.55789490000001
"3551 E Overland RD, Meridian, ID",-116.3504997,43.58946479999999
"588 E Main St, Lehi, UT",-111.8400293,40.3877531
"1434 E 9400 S Ste 205, Sandy, UT",-111.85033489999999,40.5801367
"11513 W Fairview Ave Ste 106, Boise, ID",-116.3263068,43.61944580000001
"7337 W Northview St, Boise, ID",-116.2738552,43.6263989
"104 W 53rd St, Garden City, ID",-116.2733881,43.6448623
"1649 E Pine Ave, Meridian, ID",-116.3739024,43.6115974
"4660 N Penngrove Way Ste 110, Meridian, ID",-116.4150678,43.6473155
"895 W State St, Eagle, ID",-116.3652295,43.6950911
"1098 N Hickory Ave STE 110, Meridian, ID",-116.3614002,43.6152597
"895 E State St, Eagle, ID",-116.343252,43.6937329
"1520 W State St Ste 200, Boise, ID",-116.209111,43.6233714
"2335 E State Ave, Meridian, ID",-116.3652276,43.612951
"274 N Spring Creek Pkwy, Providence, UT",-111.8279336,41.7132217
"1307 Camas St, Blackfoot, ID",-112.3591954,43.18141019999999
"1309 Camas St, Blackfoot, ID",-112.3592257,43.1813854
"1625 N 4th St Ste 102C, Coeur d'Alene, ID",-116.7811759,47.6907413
"2590 S 2000 W Ste 2, Rexburg, ID",-111.817296,43.791693
"1970 E 17th St Ste 204, Idaho Falls, ID",-112.0035236,43.4823828
"13945 W Wainwright Dr Ste 103, Boise, ID",-116.3564176,43.641686
"850 W Ironwood Dr Ste 202, Coeur d'Alene, ID",-116.7960061,47.6939925
"5848 S 300 E Ste 100, Murray, UT",-111.8834631,40.6441568
"5169 Cottonwood St Ste 630, Salt Lake City, UT",-111.891559,40.6590192
"166 S 5th St, Montpelier, ID",-111.2994537,42.3162476
"975 E Chambers, South Ogden, UT",-111.9503188,41.1628726
"1380 Medical Center Dr, St. George, UT",-113.5540534,37.0979637
"10150 Petunia Wy, Sandy, UT",-111.8508034,40.5668008
"1725 E 1450 S Ste 300, Clearfield, UT",-111.9919388,41.0935885
"873 W Baxter Drive, South Jordan, UT",-111.9145703,40.5604986
"772 N Dixie Dr Ste 101, St. George, UT",-113.6233345,37.1216228
"1625 Addison Ave E, Twin Falls, ID",-114.4534237,42.5633906
"1917 N Lakewood Dr, Coeur d'Alene, ID",-116.8020865,47.6947841
"1172 W Hayden Ave, Hayden, ID",-116.8024531,47.7586027
"1610 E Schneidmiller Ave, Post Falls, ID",-116.922064,47.7117288
"636 E State Rd, American Fork, UT",-111.7816049,40.3719115
"13348 S Market Center Dr Ste 220, Riverton, UT",-111.9825677,40.5085723
"5856 S Harrison Blvd Ste B, South Ogden, UT",-111.9388178,41.1566122
"226 N 1100 E Ste G, American Fork, UT",-111.7683882,40.3816677
"321 E 300 N, American Fork, UT",-111.7900105,40.3832702
"2245 N 400 E North, Logan, UT",-111.8237241,41.7724705
"2245 N 400 E Ste 301, Logan, UT",-111.8237241,41.7724705
"116 Adamswood Rd Ste 1, Layton, UT",-111.9437457,41.0617657
"2381 E Sunnyside Rd Ste 607, Idaho Falls, ID",-111.9866349,43.46839689999999
"350 N Haven Dr, Twin Falls, ID",-114.4861166,42.5910404
"444 Hospital Way Ste 607, Pocatello, ID",-112.417792,42.8776323
"2470 Jafer CT, Idaho Falls, ID",-111.9849528,43.4624768
"582 Pole Line Rd Ste E, Burley, ID",-113.8046977,42.4484071
"350 New Heaven Dr, Twin Falls, ID",-114.4875455,42.5904555
"550 Polk St Ste B, Twin Falls, ID",-114.4671808,42.5713877
"7138 S Highland Dr, Salt Lake City, UT",-111.8353395,40.62164569999999
"75 S 100 E Ste 1E, St. George, UT",-113.580707,37.1069931
"201 Layton Pkwy Ste 2B, Layton, UT",-111.9674183,41.054342
"900 Round Valley Drive Suite 200, Park City, UT",-111.4694162,40.6876928
"50 W Broadway, Salt Lake City, UT",-111.8932358,40.7631554
"4568 S Highland Dr  Ste 100, Salt Lake City, UT",-111.8412853,40.6721938
"1635 Overland Ave, Burley, ID",-113.7929586,42.53218200000001
"9850 St Lukes Dr Ste 329, Nampa, ID",-116.5903087,43.6173907
"169 N Gateway Dr Ste 105, Providence, UT",-111.82963,41.711519
"1580 W. Antelope Dr Ste 290, Layton, UT",-111.9946171,41.0897819
"105 Skyline Dr, Brigham City, UT",-112.0148012,41.486112
"4902 S 1900 W Ste 3, Roy, UT",-112.0255279,41.17368690000001
"281 S Main Ste 6, Centerville, UT",-111.8787036,40.9146082
"195 E Gentile Ste 2, Layton, UT",-111.9623269,41.0606083
"4896 S 1900 W Ste C, Roy, UT",-112.0256,41.174338
"1141 W State St Ste 13, Hurricane, UT",-113.3094486,37.1757171
"225 N 400 E, Panguitch, UT",-112.4278987,37.8275316
"861 N Main St, Richfield, UT",-112.0853861,38.7803166
"625 Pole Line Rd W Ste 1A, Twin Falls, ID",-114.4928707,42.5913954
"188 W 800 N, Pleasant Grove, UT",-111.7437801,40.3720086
"1501 Hiland Ave Ste C, Burley, ID",-113.780006,42.5369345
"775 Pole Line Rd W Ste 115, Twin Falls, ID",-114.4962045,42.59126089999999
"150 N Main St Ste 150, Heber City, UT",-111.4129632,40.5096728
"8178 Gorgoza Pines Rd Ste 8H, Park City, UT",-111.572239,40.7495955
"1551 S Renaissance Town Dr Ste 370, Bountiful, UT",-111.8875155,40.8740025
"1393 E Sego Lily, Sandy, UT",-111.8508439,40.56607839999999
"2961 W Maple Loop Dr, Lehi, UT",-111.8968688,40.4316995
"5882 S 900 E Ste 203, Murray, UT",-111.8663604,40.6432629
"216 E Main Ste 1, Lehi, UT",-111.8453951,40.3877456
"112 E 12450 S Ste A100, Draper, UT",-111.8876931,40.5246381
"1747 S Heritage Ln Ste B203, Syracuse, UT",-112.0615583,41.0880078
"3838 S 700 E Ste 300A, Salt Lake City, UT",-111.8726779,40.6876927
"1404 Sunriver Pkwy Ste 125, St. George, UT",-113.6133511,37.0310544
"3688 E Campus Dr Ste 220, Eagle Mountain, UT",-111.9732602,40.3791623
"36 Winn Dr Ste 100, Rexburg, ID",-111.8132659,43.8251503
"40 S Bridge St, Saint Anthony, ID",-111.6821106,43.96576109999999
"1175 S 800 E, Orem, UT",-111.6753417,40.275733
"2820 W CHARLESTON BLVD STE 33, Las Vegas, NV",-115.1803709,36.1594243
"155 E 13800 S Ste F4, Draper, UT",-111.8863962,40.5006935
"1434 E 9400 S Ste 204, Sandy, UT",-111.8503077,40.5801089
"667 E 500 N Ste 200, Vineyard, UT",-111.7383452,40.3062261
"520 E Medical Dr Ste 301, Bountiful, UT",-111.870738,40.88628
"10561 JEFFREYS ST STE 230, HENDERSON, NV",-115.119882,35.999342
"8th Ave and C St 7th Floor, Salt Lake City, UT",-111.8805437,40.775883
"3196 S Maryland Pkwy, Las Vegas, NV",-115.1358324,36.1319199
"750 Round Valley Dr, Park City, UT",-111.4670164,40.6857807
"1378 S 1600 W, Orem, UT",-111.7341492,40.271695
"83 S 2600 W Ste 201, Hurricane, UT",-113.3370939,37.1751356
"48 S 2500 W  Ste 230, Hurricane, UT",-113.3342563,37.1756062
"381 S Middleton Rd Ste B, Middleton, ID",-116.6175132,43.7034972
"8100 W Emerald St Ste 180, Boise, ID",-116.2827042,43.611754
"3120 W Belltower Dr Ste 100, Meridian, ID",-116.4324603,43.6439676
"39 W Pine Ave Ste B20, Meridian, ID",-116.3944393,43.6117522
"601 Blaine Ave, Nampa, ID",-116.583106,43.572151
"1695 S Locust Grove RD, Meridian, ID",-116.375047,43.5898902
"3961 N Elgin Wy, Boise, ID",-116.319118,43.6408458
"3424 W Hill RD, Boise, ID",-116.2310265,43.6541778
"940 W 8th S, Mountain Home, ID",-115.7029319,43.1245393
"1819 W Bannock St, Boise, ID",-116.2148158,43.6233118
"715 N Butte Ave, Emmett, ID",-116.4866794,43.8814126
"861 Beverly Hills Dr, Payette, ID",-116.9143227,44.0646782
"2604 Iowa Ave, Caldwell, ID",-116.67955,43.646879
"3123 Arlington Ave, Caldwell, ID",-116.69542,43.6414304
"9327 W Cory Ln, Boise, ID",-116.2972287,43.626922
"421 Crescent Dr, Caldwell, ID",-116.6934389,43.6503143
"126 N Story Book Wy, Eagle, ID",-116.3586325,43.6963442
"104 N Story Book Wy, Eagle, ID",-116.3586541,43.6959123
"2724 S Harmony Ave, Boise, ID",-116.1655947,43.5777141
"612 E Maryland Ave, Nampa, ID",-116.5651767,43.54993270000001
"620 9th St, Middleton, ID",-116.6320586,43.7153409
"67 S Midland Blvd, Nampa, ID",-116.5932732,43.5711235
"69 S Midland Blvd, Nampa, ID",-116.5932829,43.5708937
"200 W Beech St, Caldwell, ID",-116.7003076,43.6432024
"6900 Brown Ln, Nampa, ID",-116.4860423,43.5228055
"900 N Happy Valley RD, Nampa, ID",-116.5123555,43.5923504
"7250 Poplar St, Boise, ID",-116.2726957,43.6239032
"14351 Moss St, Caldwell, ID",-116.6798979,43.611275
"3570 E Amity RD, Meridian, ID",-116.3504009,43.5617566
"1200 E 6th S, Mountain Home, ID",-115.6844654,43.1272964
"8250 W Marigold St, Boise, ID",-116.2847503,43.6596593
"3559 W Bavaria St, Eagle, ID",-116.399312,43.6639703
"3115 N Sycamore Dr, Boise, ID",-116.245457,43.64959349999999
"9995 W State St, Boise, ID",-116.3070724,43.6789048
"250 S Allumbaugh St, Boise, ID",-116.2655115,43.6020935
"518 N 21st Ave, Caldwell, ID",-116.6685429,43.6605176
"1320 E 6th S, Mountain Home, ID",-115.683711,43.127733
"1610 SunnyRidge RD, Nampa, ID",-116.5622039,43.5529825
"9779 W State St, Boise, ID",-116.3061216,43.67947350000001
"5277 W Kootenai St, Boise, ID",-116.2478256,43.5926911
"715 W Comstock Ave, Nampa, ID",-116.5896335,43.59359509999999
"1093 S Hilton St, Boise, ID",-116.2475388,43.5952403
